Label,Value,Pos,Duration,Target
Spike+Fast-Ripple,12,113.598,0,CR5- SNR 10dB - #25
Spike+Fast-Ripple,10,113.598,0,OT'8- SNR 15dB - #19
Fast-Ripple,0,113.599,0,I6- SNR 10dB - #5
Ripple+Fast-Ripple,0,113.603,0,PM10- SNR 10dB - #9
Spike+Ripple+Fast-Ripple,11,113.606,0,CR5- SNR 10dB - #9
Spike,14,113.606,0,OT'8- SNR 0dB - #27
Spike+Ripple+Fast-Ripple,3,113.61,0,OT'8- SNR 10dB - #8
Spike,1,113.615,0,I6- SNR 15dB - #18
Ripple,0,113.616,0,GPH'2- SNR 10dB - #18
Spike+Ripple+Fast-Ripple,5,113.617,0,B'1- SNR 0dB - #12
Spike,11,113.621,0,A'1- SNR 15dB - #3
Fast-Ripple,0,113.623,0,A'1- SNR 0dB - #19
Fast-Ripple,0,113.625,0,A'1- SNR 10dB - #13
Spike,9,113.629,0,PM10- SNR 10dB - #6
Fast-Ripple,0,113.63,0,I6- SNR 10dB - #21
Ripple,0,113.637,0,A'1- SNR 5dB - #19
Spike+Fast-Ripple,11,113.638,0,CR5- SNR 0dB - #23
Fast-Ripple,0,113.644,0,PM6- SNR 5dB - #8
Spike+Fast-Ripple,9,113.646,0,A'1- SNR 5dB - #18
Ripple,0,113.646,0,PM10- SNR 10dB - #2
Spike,15,113.648,0,B'1- SNR 0dB - #18
Fast-Ripple,0,113.649,0,PM10- SNR 10dB - #11
Spike+Ripple+Fast-Ripple,5,113.65,0,I6- SNR 5dB - #1
Spike+Ripple+Fast-Ripple,10,113.65,0,CR5- SNR 15dB - #30
Spike+Fast-Ripple,8,113.653,0,PM10- SNR 10dB - #24
Spike+Fast-Ripple,9,113.654,0,CR5- SNR 10dB - #18
Spike+Fast-Ripple,6,113.656,0,I6- SNR 15dB - #2
Spike+Ripple+Fast-Ripple,12,113.656,0,OT'8- SNR 0dB - #22
Spike+Fast-Ripple,7,113.658,0,PM10- SNR 5dB - #9
Spike+Fast-Ripple,2,113.661,0,PM6- SNR 0dB - #12
Spike,7,113.662,0,GPH'2- SNR 5dB - #15
Spike,0,113.662,0,PM6- SNR 10dB - #26
Spike+Fast-Ripple,3,113.663,0,I6- SNR 15dB - #4
Spike+Fast-Ripple,6,113.666,0,B'1- SNR 15dB - #24
Ripple,0,113.671,0,B'1- SNR 5dB - #10
Ripple+Fast-Ripple,0,113.673,0,A'1- SNR 10dB - #5
Spike+Fast-Ripple,11,113.676,0,B'1- SNR 10dB - #22
Spike+Ripple,13,113.685,0,B'1- SNR 5dB - #29
Spike+Ripple,8,113.685,0,PM6- SNR 15dB - #9
Ripple,0,113.685,0,GPH'2- SNR 5dB - #1
Spike+Fast-Ripple,12,113.686,0,CR5- SNR 15dB - #26
Spike+Ripple+Fast-Ripple,0,113.688,0,I6- SNR 10dB - #18
Ripple+Fast-Ripple,0,113.69,0,I6- SNR 10dB - #23
Spike+Fast-Ripple,2,113.69,0,PM10- SNR 15dB - #14
Spike+Ripple,7,113.692,0,PM6- SNR 15dB - #4
Ripple+Fast-Ripple,0,113.697,0,B'1- SNR 15dB - #7
Spike+Ripple,11,113.697,0,CR5- SNR 15dB - #15
Spike+Ripple,10,113.698,0,PM6- SNR 0dB - #25
Spike,5,113.699,0,I6- SNR 10dB - #9
Fast-Ripple,0,113.707,0,PM10- SNR 5dB - #7
Spike,3,113.709,0,B'1- SNR 15dB - #21
Spike+Ripple,5,113.709,0,PM10- SNR 0dB - #6
Spike+Ripple,9,113.71,0,PM10- SNR 5dB - #10
Ripple,0,113.714,0,B'1- SNR 10dB - #29
Spike+Ripple+Fast-Ripple,6,113.719,0,I6- SNR 10dB - #22
Fast-Ripple,0,113.72,0,A'1- SNR 10dB - #12
Ripple,0,113.722,0,I6- SNR 5dB - #15
Ripple,0,113.723,0,GPH'2- SNR 15dB - #28
Spike+Ripple,8,113.729,0,I6- SNR 15dB - #29
Spike+Fast-Ripple,8,113.73,0,PM10- SNR 0dB - #20
Spike,12,113.732,0,CR5- SNR 0dB - #12
Ripple,0,113.736,0,B'1- SNR 0dB - #11
Ripple,0,113.739,0,A'1- SNR 15dB - #23
Spike+Fast-Ripple,11,113.745,0,A'1- SNR 15dB - #26
Fast-Ripple,0,113.745,0,GPH'2- SNR 15dB - #13
Ripple+Fast-Ripple,0,113.746,0,GPH'2- SNR 15dB - #8
Ripple+Fast-Ripple,0,113.748,0,OT'8- SNR 10dB - #18
Spike+Fast-Ripple,7,113.749,0,PM6- SNR 15dB - #25
Spike,8,113.751,0,I6- SNR 0dB - #8
Spike+Ripple,3,113.752,0,PM10- SNR 15dB - #23
Ripple+Fast-Ripple,0,113.753,0,CR5- SNR 15dB - #25
Fast-Ripple,0,113.757,0,GPH'2- SNR 10dB - #30
Spike+Fast-Ripple,6,113.759,0,OT'8- SNR 0dB - #3
Fast-Ripple,0,113.759,0,PM10- SNR 15dB - #5
Spike,13,113.763,0,PM6- SNR 0dB - #23
Spike+Ripple,10,113.765,0,GPH'2- SNR 0dB - #7
Spike+Fast-Ripple,5,113.766,0,A'1- SNR 10dB - #11
Spike+Fast-Ripple,2,113.766,0,I6- SNR 15dB - #26
Spike+Fast-Ripple,2,113.772,0,OT'8- SNR 15dB - #26
Fast-Ripple,0,113.773,0,PM10- SNR 0dB - #10
Fast-Ripple,0,113.774,0,PM6- SNR 15dB - #28
Spike+Fast-Ripple,8,113.776,0,PM10- SNR 0dB - #7
Ripple+Fast-Ripple,0,113.779,0,PM6- SNR 10dB - #15
Spike+Fast-Ripple,5,113.78,0,CR5- SNR 5dB - #25
Spike+Ripple,7,113.78,0,B'1- SNR 15dB - #17
Spike+Fast-Ripple,7,113.78,0,GPH'2- SNR 5dB - #29
Ripple+Fast-Ripple,0,113.784,0,GPH'2- SNR 5dB - #4
Spike+Fast-Ripple,13,113.785,0,PM10- SNR 0dB - #13
Spike,11,113.785,0,I6- SNR 10dB - #29
Ripple,0,113.786,0,PM10- SNR 15dB - #1
Ripple+Fast-Ripple,0,113.792,0,CR5- SNR 5dB - #28
Spike,3,113.795,0,A'1- SNR 10dB - #21
Fast-Ripple,0,113.795,0,A'1- SNR 5dB - #11
Spike,3,113.795,0,B'1- SNR 0dB - #20
Ripple,0,113.796,0,PM10- SNR 10dB - #30
Ripple,0,113.804,0,I6- SNR 5dB - #6
Spike+Ripple,9,113.807,0,OT'8- SNR 5dB - #15
Spike,6,113.811,0,PM6- SNR 15dB - #12
Fast-Ripple,0,113.813,0,PM6- SNR 0dB - #22
Spike+Fast-Ripple,8,113.816,0,I6- SNR 5dB - #10
Spike+Ripple+Fast-Ripple,8,113.817,0,PM10- SNR 0dB - #26
Spike+Ripple+Fast-Ripple,2,113.817,0,GPH'2- SNR 5dB - #18
Spike,15,113.821,0,OT'8- SNR 5dB - #29
Fast-Ripple,0,113.822,0,PM6- SNR 5dB - #21
Spike+Fast-Ripple,1,113.826,0,PM6- SNR 5dB - #27
Ripple+Fast-Ripple,0,113.827,0,PM6- SNR 15dB - #10
Ripple,0,113.828,0,GPH'2- SNR 5dB - #21
Spike+Ripple+Fast-Ripple,13,113.831,0,A'1- SNR 5dB - #6
Spike+Fast-Ripple,12,113.838,0,B'1- SNR 10dB - #12
Fast-Ripple,0,113.84,0,B'1- SNR 5dB - #9
Spike,13,113.84,0,B'1- SNR 5dB - #19
Spike,12,113.84,0,PM10- SNR 10dB - #22
Spike,13,113.841,0,I6- SNR 15dB - #20
Fast-Ripple,0,113.843,0,PM6- SNR 5dB - #3
Spike+Ripple,1,113.846,0,PM10- SNR 10dB - #10
Ripple,0,113.847,0,I6- SNR 5dB - #14
Spike,10,113.848,0,I6- SNR 0dB - #17
Spike,15,113.85,0,PM6- SNR 5dB - #15
Spike+Ripple+Fast-Ripple,2,113.853,0,I6- SNR 5dB - #26
Spike+Fast-Ripple,3,113.857,0,CR5- SNR 10dB - #13
Spike+Ripple,11,113.859,0,B'1- SNR 0dB - #21
Spike,5,113.861,0,B'1- SNR 0dB - #25
Spike,13,113.865,0,CR5- SNR 15dB - #17
Spike+Ripple,12,113.867,0,PM6- SNR 15dB - #13
Spike+Ripple+Fast-Ripple,11,113.87,0,B'1- SNR 0dB - #27
Spike,4,113.87,0,B'1- SNR 0dB - #4
Spike,6,113.873,0,CR5- SNR 15dB - #1
Ripple,0,113.874,0,I6- SNR 0dB - #9
Spike+Ripple,15,113.883,0,CR5- SNR 5dB - #30
Spike+Ripple+Fast-Ripple,8,113.889,0,PM6- SNR 10dB - #5
Spike+Ripple,13,113.89,0,CR5- SNR 5dB - #18
Spike,5,113.893,0,I6- SNR 15dB - #21
Fast-Ripple,0,113.893,0,CR5- SNR 0dB - #15
Spike,9,113.893,0,PM10- SNR 10dB - #3
Spike+Ripple+Fast-Ripple,5,113.894,0,B'1- SNR 0dB - #23
Spike+Fast-Ripple,6,113.895,0,PM6- SNR 5dB - #16
Spike+Ripple,6,113.903,0,B'1- SNR 5dB - #15
Spike,15,113.904,0,A'1- SNR 5dB - #22
Ripple,0,113.907,0,PM6- SNR 10dB - #28
Ripple,0,113.91,0,I6- SNR 15dB - #30
Spike+Ripple,9,113.911,0,PM6- SNR 10dB - #8
Spike+Ripple+Fast-Ripple,2,113.912,0,GPH'2- SNR 10dB - #29
Ripple+Fast-Ripple,0,113.915,0,PM6- SNR 10dB - #9
Spike+Ripple,8,113.917,0,GPH'2- SNR 10dB - #22
Fast-Ripple,0,113.922,0,I6- SNR 5dB - #3
Ripple,0,113.924,0,CR5- SNR 5dB - #10
Spike+Ripple,13,113.924,0,OT'8- SNR 15dB - #23
Ripple,0,113.929,0,OT'8- SNR 10dB - #6
Spike+Ripple,3,113.929,0,PM6- SNR 5dB - #23
Spike+Ripple+Fast-Ripple,9,113.934,0,PM10- SNR 15dB - #3
Ripple,0,113.935,0,B'1- SNR 10dB - #19
Spike+Ripple+Fast-Ripple,9,113.935,0,A'1- SNR 0dB - #20
Spike+Ripple,4,113.937,0,B'1- SNR 0dB - #5
Spike,7,113.937,0,PM10- SNR 10dB - #29
Spike+Ripple+Fast-Ripple,1,113.942,0,A'1- SNR 5dB - #24
Spike+Fast-Ripple,6,113.944,0,PM6- SNR 0dB - #11
Spike+Fast-Ripple,4,113.947,0,PM10- SNR 15dB - #15
Spike,1,113.948,0,I6- SNR 15dB - #11
Spike+Ripple,9,113.951,0,PM10- SNR 10dB - #27
Ripple,0,113.954,0,I6- SNR 15dB - #14
Spike+Ripple+Fast-Ripple,12,113.956,0,CR5- SNR 10dB - #6
Ripple+Fast-Ripple,0,113.958,0,A'1- SNR 5dB - #7
Spike+Fast-Ripple,1,113.965,0,B'1- SNR 15dB - #14
Spike+Fast-Ripple,5,113.966,0,PM10- SNR 0dB - #29
Spike+Ripple+Fast-Ripple,10,113.967,0,GPH'2- SNR 15dB - #18
Spike+Ripple+Fast-Ripple,15,113.967,0,PM10- SNR 0dB - #14
Spike+Ripple,5,113.967,0,OT'8- SNR 0dB - #20
Spike,8,113.968,0,B'1- SNR 10dB - #23
Ripple+Fast-Ripple,0,113.968,0,PM10- SNR 0dB - #1
Spike+Ripple,1,113.971,0,CR5- SNR 10dB - #15
Ripple,0,113.972,0,GPH'2- SNR 15dB - #30
Ripple,0,113.977,0,I6- SNR 0dB - #12
Spike+Ripple,2,113.979,0,PM6- SNR 15dB - #6
Spike+Fast-Ripple,1,113.983,0,B'1- SNR 0dB - #6
Ripple,0,113.985,0,PM6- SNR 0dB - #27
Spike+Ripple,11,113.99,0,B'1- SNR 5dB - #4
Spike,6,113.992,0,CR5- SNR 0dB - #4
Spike,12,113.994,0,GPH'2- SNR 5dB - #24
Ripple+Fast-Ripple,0,113.998,0,A'1- SNR 0dB - #23
Spike+Ripple+Fast-Ripple,13,114.007,0,PM10- SNR 5dB - #4
Spike+Ripple,14,114.009,0,A'1- SNR 10dB - #24
Spike+Ripple+Fast-Ripple,10,114.016,0,B'1- SNR 5dB - #30
Spike+Ripple,15,114.016,0,A'1- SNR 0dB - #26
Fast-Ripple,0,114.02,0,CR5- SNR 0dB - #20
Ripple,0,114.023,0,GPH'2- SNR 0dB - #3
Spike+Ripple,5,114.024,0,B'1- SNR 10dB - #10
Spike+Ripple,8,114.03,0,B'1- SNR 15dB - #9
Spike+Ripple+Fast-Ripple,5,114.04,0,PM10- SNR 15dB - #25
Spike,14,114.041,0,B'1- SNR 0dB - #28
Spike+Fast-Ripple,7,114.043,0,I6- SNR 5dB - #9
Spike+Ripple,7,114.043,0,B'1- SNR 0dB - #19
Ripple+Fast-Ripple,0,114.045,0,I6- SNR 5dB - #2
Ripple+Fast-Ripple,0,114.048,0,B'1- SNR 5dB - #14
Fast-Ripple,0,114.057,0,GPH'2- SNR 15dB - #1
Spike+Ripple+Fast-Ripple,4,114.059,0,A'1- SNR 15dB - #2
Spike+Fast-Ripple,11,114.06,0,GPH'2- SNR 15dB - #19
Spike,1,114.065,0,CR5- SNR 5dB - #2
Spike+Ripple,5,114.065,0,A'1- SNR 10dB - #2
Spike+Fast-Ripple,3,114.07,0,CR5- SNR 10dB - #11
Spike+Fast-Ripple,5,114.07,0,GPH'2- SNR 15dB - #6
Fast-Ripple,0,114.073,0,A'1- SNR 5dB - #21
Spike+Ripple+Fast-Ripple,1,114.074,0,GPH'2- SNR 0dB - #25
Fast-Ripple,0,114.083,0,PM10- SNR 10dB - #21
Ripple,0,114.088,0,CR5- SNR 15dB - #28
Spike+Ripple,13,114.096,0,GPH'2- SNR 0dB - #27
Ripple+Fast-Ripple,0,114.099,0,GPH'2- SNR 15dB - #23
Spike+Ripple+Fast-Ripple,6,114.103,0,OT'8- SNR 10dB - #12
Ripple,0,114.106,0,PM6- SNR 5dB - #17
Ripple,0,114.11,0,PM6- SNR 15dB - #16
Ripple+Fast-Ripple,0,114.118,0,I6- SNR 10dB - #17
Ripple+Fast-Ripple,0,114.119,0,OT'8- SNR 10dB - #29
Spike+Fast-Ripple,6,114.123,0,PM10- SNR 5dB - #2
Fast-Ripple,0,114.124,0,CR5- SNR 10dB - #22
Spike+Ripple+Fast-Ripple,6,114.126,0,OT'8- SNR 0dB - #24
Spike+Ripple+Fast-Ripple,3,114.126,0,PM10- SNR 10dB - #28
Spike+Fast-Ripple,6,114.138,0,PM6- SNR 10dB - #7
Spike+Ripple,8,114.138,0,OT'8- SNR 10dB - #1
Ripple+Fast-Ripple,0,114.144,0,PM6- SNR 0dB - #5
Ripple,0,114.154,0,PM6- SNR 10dB - #29
Spike+Ripple+Fast-Ripple,14,114.155,0,OT'8- SNR 10dB - #10
Ripple+Fast-Ripple,0,114.171,0,PM6- SNR 5dB - #24
Spike,3,114.175,0,OT'8- SNR 5dB - #27
Fast-Ripple,0,114.176,0,OT'8- SNR 0dB - #2
Ripple,0,114.176,0,CR5- SNR 10dB - #8
Spike+Ripple+Fast-Ripple,14,114.177,0,B'1- SNR 0dB - #13
Spike+Fast-Ripple,1,114.183,0,PM10- SNR 5dB - #30
Fast-Ripple,0,114.185,0,I6- SNR 10dB - #14
Fast-Ripple,0,114.187,0,PM10- SNR 10dB - #17
Fast-Ripple,0,114.188,0,I6- SNR 10dB - #15
Ripple,0,114.189,0,I6- SNR 10dB - #16
Spike+Ripple,4,114.207,0,A'1- SNR 0dB - #17
Ripple+Fast-Ripple,0,114.21,0,PM10- SNR 15dB - #28
Spike+Fast-Ripple,8,114.21,0,B'1- SNR 10dB - #15
Spike+Ripple+Fast-Ripple,13,114.221,0,OT'8- SNR 10dB - #23
Spike,12,114.229,0,I6- SNR 15dB - #28
Ripple+Fast-Ripple,0,114.242,0,PM6- SNR 0dB - #10
Spike+Ripple,15,114.262,0,B'1- SNR 15dB - #10
Spike+Ripple,1,114.263,0,CR5- SNR 10dB - #23
Spike+Fast-Ripple,10,114.265,0,CR5- SNR 15dB - #27
Spike,7,114.276,0,B'1- SNR 15dB - #3
Spike+Ripple,12,114.278,0,GPH'2- SNR 5dB - #27
Spike+Ripple,13,114.278,0,OT'8- SNR 15dB - #20
Spike+Fast-Ripple,7,114.281,0,OT'8- SNR 10dB - #14
Spike+Ripple,7,114.286,0,I6- SNR 10dB - #19
Fast-Ripple,0,114.286,0,A'1- SNR 15dB - #4
Ripple+Fast-Ripple,0,114.293,0,OT'8- SNR 15dB - #24
Fast-Ripple,0,114.302,0,OT'8- SNR 5dB - #1
Ripple+Fast-Ripple,0,114.304,0,B'1- SNR 10dB - #11
Spike+Ripple,6,114.309,0,I6- SNR 0dB - #19
Ripple,0,114.31,0,GPH'2- SNR 10dB - #25
Spike+Ripple,2,114.315,0,A'1- SNR 5dB - #9
Spike+Fast-Ripple,6,114.319,0,PM10- SNR 5dB - #29
Spike,10,114.328,0,PM10- SNR 0dB - #3
Spike+Fast-Ripple,8,114.329,0,I6- SNR 15dB - #10
Spike+Ripple,2,114.329,0,PM10- SNR 5dB - #20
Spike+Ripple+Fast-Ripple,4,114.332,0,I6- SNR 5dB - #20
Spike+Fast-Ripple,0,114.334,0,I6- SNR 0dB - #1
Spike+Fast-Ripple,13,114.345,0,CR5- SNR 15dB - #21
Ripple+Fast-Ripple,0,114.348,0,I6- SNR 0dB - #26
Ripple+Fast-Ripple,0,114.357,0,B'1- SNR 0dB - #26
Spike,4,114.371,0,A'1- SNR 5dB - #4
Spike+Ripple,12,114.374,0,PM6- SNR 5dB - #30
Fast-Ripple,0,114.375,0,GPH'2- SNR 0dB - #22
Spike+Ripple,9,114.388,0,OT'8- SNR 5dB - #12
Spike,4,114.388,0,A'1- SNR 10dB - #23
Fast-Ripple,0,114.389,0,CR5- SNR 0dB - #5
Ripple,0,114.393,0,GPH'2- SNR 5dB - #9
Spike+Ripple+Fast-Ripple,5,114.4,0,CR5- SNR 5dB - #21
Spike+Fast-Ripple,2,114.41,0,A'1- SNR 10dB - #30
Spike+Ripple+Fast-Ripple,14,114.432,0,I6- SNR 15dB - #8
Spike,14,114.438,0,OT'8- SNR 5dB - #28
Spike,15,114.45,0,CR5- SNR 5dB - #8
Ripple+Fast-Ripple,0,114.475,0,B'1- SNR 0dB - #30
Spike+Ripple,12,114.485,0,I6- SNR 15dB - #1
Spike+Ripple,6,114.485,0,B'1- SNR 15dB - #26
Spike+Ripple+Fast-Ripple,7,114.497,0,A'1- SNR 15dB - #14
Fast-Ripple,0,114.545,0,B'1- SNR 0dB - #17
Ripple,0,114.551,0,OT'8- SNR 15dB - #1
Ripple+Fast-Ripple,0,114.574,0,OT'8- SNR 10dB - #4
Ripple,0,114.589,0,CR5- SNR 5dB - #17
Spike+Ripple,7,114.604,0,PM6- SNR 15dB - #1
Ripple,0,114.608,0,OT'8- SNR 5dB - #7
Ripple,0,114.617,0,A'1- SNR 0dB - #24
Spike+Ripple+Fast-Ripple,0,114.631,0,OT'8- SNR 10dB - #15
Spike+Fast-Ripple,12,114.646,0,A'1- SNR 5dB - #12
Ripple,0,114.675,0,I6- SNR 5dB - #19
Spike+Fast-Ripple,8,114.675,0,PM6- SNR 0dB - #26
Spike,1,114.692,0,CR5- SNR 15dB - #9
Spike+Ripple,12,114.734,0,I6- SNR 5dB - #12
Fast-Ripple,0,114.834,0,GPH'2- SNR 10dB - #1
Spike+Ripple+Fast-Ripple,14,114.849,0,B'1- SNR 5dB - #1
Spike+Fast-Ripple,3,114.887,0,I6- SNR 10dB - #7
Ripple+Fast-Ripple,0,114.891,0,PM10- SNR 0dB - #11
Fast-Ripple,0,114.928,0,I6- SNR 0dB - #10
Spike,11,114.944,0,I6- SNR 10dB - #30
Ripple+Fast-Ripple,0,114.95,0,PM10- SNR 5dB - #22
Ripple,0,114.988,0,CR5- SNR 0dB - #18
Fast-Ripple,0,115.015,0,A'1- SNR 15dB - #21
Spike+Ripple+Fast-Ripple,2,115.019,0,OT'8- SNR 15dB - #30
Ripple+Fast-Ripple,0,115.062,0,PM6- SNR 15dB - #17
Spike+Ripple+Fast-Ripple,11,115.103,0,A'1- SNR 5dB - #5
Spike+Ripple,1,115.104,0,PM6- SNR 0dB - #28
Ripple,0,115.11,0,PM10- SNR 5dB - #13
Spike,2,115.114,0,CR5- SNR 5dB - #4
Ripple+Fast-Ripple,0,115.119,0,PM6- SNR 15dB - #11
Spike+Fast-Ripple,0,115.124,0,I6- SNR 5dB - #29
Spike+Fast-Ripple,8,115.129,0,I6- SNR 0dB - #4
Ripple+Fast-Ripple,0,115.153,0,OT'8- SNR 5dB - #13
Spike+Fast-Ripple,9,115.157,0,PM10- SNR 0dB - #17
Spike+Ripple,8,115.175,0,GPH'2- SNR 15dB - #29
Ripple+Fast-Ripple,0,115.175,0,A'1- SNR 15dB - #29
Ripple+Fast-Ripple,0,115.183,0,OT'8- SNR 5dB - #18
Ripple,0,115.191,0,B'1- SNR 10dB - #2
Ripple,0,115.2,0,OT'8- SNR 0dB - #8
Spike+Ripple,8,115.238,0,PM10- SNR 0dB - #9
Spike+Fast-Ripple,1,115.239,0,OT'8- SNR 0dB - #19
Spike+Ripple+Fast-Ripple,3,115.239,0,GPH'2- SNR 0dB - #26
Spike+Ripple+Fast-Ripple,12,115.241,0,B'1- SNR 15dB - #18
Spike+Ripple,0,115.278,0,B'1- SNR 0dB - #3
Ripple,0,115.28,0,B'1- SNR 10dB - #5
Spike,8,115.284,0,OT'8- SNR 15dB - #8
Ripple+Fast-Ripple,0,115.289,0,PM6- SNR 0dB - #24
Spike+Fast-Ripple,3,115.299,0,B'1- SNR 15dB - #27
Ripple+Fast-Ripple,0,115.304,0,PM10- SNR 10dB - #4
Spike,3,115.339,0,I6- SNR 10dB - #4
Fast-Ripple,0,115.339,0,B'1- SNR 15dB - #2
Ripple,0,115.343,0,B'1- SNR 5dB - #23
Ripple+Fast-Ripple,0,115.345,0,A'1- SNR 15dB - #30
Fast-Ripple,0,115.362,0,CR5- SNR 0dB - #13
Fast-Ripple,0,115.363,0,OT'8- SNR 15dB - #3
Spike+Ripple,12,115.372,0,GPH'2- SNR 0dB - #19
Spike+Fast-Ripple,2,115.375,0,GPH'2- SNR 10dB - #14
Spike+Fast-Ripple,9,115.376,0,A'1- SNR 10dB - #8
Ripple+Fast-Ripple,0,115.377,0,PM10- SNR 15dB - #30
Spike,8,115.377,0,CR5- SNR 10dB - #24
Fast-Ripple,0,115.379,0,B'1- SNR 15dB - #12
Ripple,0,115.384,0,A'1- SNR 15dB - #7
Ripple+Fast-Ripple,0,115.386,0,B'1- SNR 5dB - #3
Spike+Ripple,3,115.389,0,B'1- SNR 0dB - #7
Spike+Ripple,14,115.391,0,I6- SNR 15dB - #9
Ripple,0,115.391,0,OT'8- SNR 0dB - #18
Spike+Fast-Ripple,5,115.393,0,OT'8- SNR 5dB - #19
Ripple,0,115.397,0,PM10- SNR 5dB - #24
Spike,8,115.398,0,PM6- SNR 10dB - #16
Spike+Fast-Ripple,1,115.399,0,CR5- SNR 0dB - #28
Fast-Ripple,0,115.401,0,CR5- SNR 10dB - #29
Spike+Fast-Ripple,2,115.406,0,OT'8- SNR 15dB - #13
Spike+Fast-Ripple,13,115.411,0,A'1- SNR 5dB - #23
Fast-Ripple,0,115.415,0,OT'8- SNR 0dB - #17
Spike+Fast-Ripple,7,115.424,0,PM10- SNR 15dB - #17
Spike+Ripple,12,115.428,0,A'1- SNR 0dB - #7
Ripple,0,115.438,0,PM6- SNR 10dB - #3
Spike+Ripple,6,115.439,0,CR5- SNR 0dB - #26
Spike,12,115.44,0,I6- SNR 0dB - #16
Fast-Ripple,0,115.445,0,A'1- SNR 10dB - #7
Fast-Ripple,0,115.45,0,A'1- SNR 0dB - #29
Fast-Ripple,0,115.453,0,B'1- SNR 0dB - #19
Spike+Ripple+Fast-Ripple,4,115.462,0,PM10- SNR 5dB - #3
Spike+Fast-Ripple,0,115.463,0,PM6- SNR 10dB - #10
Ripple,0,115.465,0,OT'8- SNR 0dB - #28
Spike+Ripple+Fast-Ripple,3,115.47,0,CR5- SNR 5dB - #3
Spike,2,115.477,0,A'1- SNR 5dB - #28
Spike+Ripple,3,115.495,0,OT'8- SNR 5dB - #17
Spike+Fast-Ripple,3,115.497,0,A'1- SNR 0dB - #22
Fast-Ripple,0,115.498,0,B'1- SNR 15dB - #11
Ripple+Fast-Ripple,0,115.498,0,I6- SNR 5dB - #5
Fast-Ripple,0,115.503,0,B'1- SNR 5dB - #16
Spike+Ripple+Fast-Ripple,5,115.504,0,PM6- SNR 5dB - #19
Fast-Ripple,0,115.506,0,B'1- SNR 10dB - #13
Spike,5,115.506,0,GPH'2- SNR 10dB - #19
Fast-Ripple,0,115.506,0,OT'8- SNR 15dB - #5
Ripple,0,115.51,0,A'1- SNR 15dB - #25
Fast-Ripple,0,115.514,0,PM6- SNR 0dB - #17
Spike+Ripple+Fast-Ripple,14,115.515,0,I6- SNR 5dB - #11
Spike+Ripple+Fast-Ripple,2,115.516,0,GPH'2- SNR 10dB - #5
Ripple+Fast-Ripple,0,115.519,0,PM10- SNR 5dB - #6
Ripple+Fast-Ripple,0,115.521,0,CR5- SNR 10dB - #12
Spike,11,115.522,0,GPH'2- SNR 0dB - #29
Spike,11,115.53,0,GPH'2- SNR 0dB - #12
Spike,6,115.535,0,I6- SNR 5dB - #8
Ripple+Fast-Ripple,0,115.538,0,B'1- SNR 10dB - #7
Ripple,0,115.539,0,I6- SNR 5dB - #7
Ripple+Fast-Ripple,0,115.543,0,PM10- SNR 15dB - #27
Ripple+Fast-Ripple,0,115.552,0,CR5- SNR 0dB - #7
Fast-Ripple,0,115.556,0,I6- SNR 0dB - #6
Ripple,0,115.558,0,CR5- SNR 10dB - #3
Spike+Ripple+Fast-Ripple,5,115.559,0,PM6- SNR 5dB - #9
Ripple,0,115.559,0,A'1- SNR 5dB - #25
Fast-Ripple,0,115.563,0,I6- SNR 5dB - #25
Spike+Ripple,11,115.579,0,I6- SNR 0dB - #27
Spike,2,115.582,0,GPH'2- SNR 5dB - #20
Spike,7,115.585,0,CR5- SNR 15dB - #2
Ripple,0,115.587,0,B'1- SNR 15dB - #16
Spike+Ripple,11,115.588,0,PM10- SNR 10dB - #6
Spike+Ripple+Fast-Ripple,0,115.59,0,B'1- SNR 5dB - #17
Ripple,0,115.59,0,GPH'2- SNR 0dB - #13
Spike+Ripple+Fast-Ripple,14,115.591,0,PM10- SNR 10dB - #26
Spike+Ripple,6,115.591,0,PM10- SNR 5dB - #17
Spike+Ripple+Fast-Ripple,4,115.593,0,B'1- SNR 5dB - #8
Spike+Fast-Ripple,2,115.594,0,GPH'2- SNR 5dB - #8
Ripple,0,115.599,0,I6- SNR 10dB - #28
Fast-Ripple,0,115.6,0,B'1- SNR 10dB - #8
Spike+Ripple+Fast-Ripple,4,115.603,0,PM10- SNR 0dB - #12
Fast-Ripple,0,115.603,0,CR5- SNR 5dB - #23
Spike+Ripple,4,115.604,0,B'1- SNR 10dB - #28
Spike,14,115.607,0,I6- SNR 15dB - #15
Spike+Fast-Ripple,14,115.608,0,B'1- SNR 15dB - #29
Ripple,0,115.614,0,PM6- SNR 5dB - #20
Spike,4,115.615,0,CR5- SNR 0dB - #16
Spike+Ripple+Fast-Ripple,15,115.619,0,B'1- SNR 0dB - #14
Ripple,0,115.62,0,GPH'2- SNR 15dB - #17
Ripple,0,115.629,0,PM6- SNR 5dB - #7
Spike+Fast-Ripple,4,115.629,0,A'1- SNR 15dB - #13
Ripple,0,115.63,0,PM6- SNR 15dB - #29
Ripple,0,115.634,0,GPH'2- SNR 0dB - #21
Spike+Ripple+Fast-Ripple,1,115.638,0,I6- SNR 10dB - #8
Spike+Fast-Ripple,3,115.642,0,PM6- SNR 10dB - #22
Fast-Ripple,0,115.643,0,GPH'2- SNR 15dB - #4
Ripple,0,115.646,0,OT'8- SNR 5dB - #14
Spike,13,115.647,0,PM10- SNR 15dB - #24
